"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Partner","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0649844","Snam S.p.A. SNAM - DBAsaService. Documentale.Telediagnostica impianti trattamento. Impatto ope... - Run Rate - FY27-Q4","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648091","Gosp - Generali Operations Service Platform Gosp - Insurance in a box - Renewal - Run Rate - FY27-Q4","Gosp - Generali Operations Service Platform","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0648085","ENI Docware Apps - Renewal - Run Rate - FY27-Q4","ENI","USD","0.00","EUR","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","0.00","Reseller","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0690035","Corpo Nazionale Vigili del Fuoco DBA-VVF - Renewal","Corpo Nazionale Vigili del Fuoco","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA","Accenture S.p.A.","35.00","Strategic","11/27/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0701193","Avvocatura Dello Stato Migrazione Alfresco - Renewal","Avvocatura Dello Stato","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0701141","CNH Industrial spa EDP - Renewal","CNH Industrial spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","15.00","Influencing","1/31/2027","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0701058","ASL Città di Torino CCE OOCS Project for OPS Manager Sizing - Renewal","ASL Città di Torino","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA","Accenture S.p.A.","35.00","Strategic","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0701174","Gosp - Generali Operations Service Platform Gosp - Insurance in a box - Renewal","Gosp - Generali Operations Service Platform","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","15.00","Influencing","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0702362","Intesa Sanpaolo Protezione S.p.A. Intesa Sanpaolo Assicura S.p.A. - price management - Renewal - EXT - Renewal","Intesa Sanpaolo Protezione S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0710253","Accenture Financial Advanced Solutions & Technology S.r.l. Afast - Copybanking - Migrate - Spr... - Run Rate - FY27-Q2","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","2/25/2026","8/2/2025"
"A-0710254","Accenture Financial Advanced Solutions & Technology S.r.l. Afast - Copybanking - Migrate - Spr... - Run Rate - FY27-Q3","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","2/25/2026","11/2/2025"
"A-0710255","Accenture Financial Advanced Solutions & Technology S.r.l. Afast - Copybanking - Migrate - Spr... - Run Rate - FY27-Q4","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/25/2026","2/2/2026"
"A-0712256","Sogei - Societa' Generale D'inform Sogei - Team Architetture - Renewal","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","11/30/2026","Q4-2027","Research","Pending Approval","3/10/2026","2/4/2026"
"A-0712258","Sogei - Atlas MEPA contract - Run Rate - FY27-Q2","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","3/10/2026","11/21/2025"
"A-0712259","Sogei - Atlas MEPA contract - Run Rate - FY27-Q3","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/10/2026","11/21/2025"
"A-0712260","Sogei - Atlas MEPA contract - Run Rate - FY27-Q4","Sogei - Societa' Generale D'inform","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/10/2026","2/2/2026"
"A-0712402","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q2","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","3/11/2026","8/2/2025"
"A-0712403","Snam S.p.A. Impatto operativo, Telediagnostica impianti trattamento - Renewal - Run Rate - FY27-Q3","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/11/2026","11/2/2025"
"A-0712404","Snam - Top up 2026 - Run Rate - FY27-Q4","Snam S.p.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/11/2026","2/2/2026"
"A-0712694","Montepio Mainframe Offload with Accenture","Montepio Geral","USD","0.00","USD","0.00","USD","0.00","EMEA","Iberia","Accenture S.p.A.","35.00","Strategic","3/27/2026","Q1-2027","Negotiate","Approved","3/12/2026","9/30/2025"
"A-0713506","NWL - Generali Italia S.p.A. - Replace - Classic - Backend Pagamenti Claim","Generali Italia S.p.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","4/12/2026","Q1-2027","Discovery","Approved","3/17/2026","3/13/2026"
"A-0713501","NWL - Intesa Sanpolo - Replace - Classic - Aggregazione Dati titoli","Intesa Sanpaolo SpA","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","2/25/2026","Q1-2027","Scope","Approved","3/17/2026","7/16/2025"
"A-0713524","Sogei_NRD_SOSE_Migrate_Fast","Sogei - Societa' Generale D'inform","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","3/20/2026","Q1-2027","Pre-Onboarding","Approved","3/17/2026","12/2/2025"
"A-0713507","NWL - ICCREA - Select - Classic - Asystel - Geoweb - Tender 2025","BCC Sistemi Informatici S.p.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","2/28/2026","Q1-2027","Discovery","Approved","3/17/2026","12/4/2025"
"A-0713504","NWL - Generali Italia S.p.A. - Document Vector Search - Select - Classic","Generali Italia S.p.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","3/31/2026","Q1-2027","Scope","Approved","3/17/2026","1/26/2026"
"A-0713502","NWL - Intesa Sanpaolo SpA - Select - Classic - AI Spark Optimization","Intesa Sanpaolo SpA","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","3/31/2026","Q1-2027","Scope","Approved","3/17/2026","2/9/2026"
"A-0713523","Sogei - Eu Maritime single Window - Launch - Classic","Sogei - Societa' Generale D'inform","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","3/26/2026","Q1-2027","Discovery","Approved","3/17/2026","5/21/2025"
"A-0713513","Postale AI - Select - Classic","Ministero dell'Interno","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","2/28/2026","Q1-2027","Scope","Approved","3/17/2026","11/21/2025"
"A-0713503","NWL - Intesa Sanpaolo SpA - Select - Classic - Agente Incident Management","Intesa Sanpaolo SpA","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","3/27/2026","Q1-2027","Discovery","Approved","3/17/2026","2/25/2026"
"A-0713505","NWL - Generali - Refactoring Maestro - Replace - Classic - RD","Generali Italia S.p.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","2/27/2026","Q1-2027","Scope","Approved","3/17/2026","1/28/2026"
"A-0713512","NWL - DPS Mipgweb Search - Select - Classic MN","Ministero dell'Interno","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","3/30/2026","Q1-2027","Scope","Approved","3/17/2026","10/21/2025"
"A-0713521","NWL_Enel_Fast_Launch_Fast_HSEQ","Enel Global Services S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","2/28/2026","Q1-2027","Pre-Onboarding","Approved","3/17/2026","1/29/2026"
"A-0713508","NWL -  AFAST - Documentum - Replace - Classic","Accenture Financial Advanced Solutions & Technology S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","3/31/2026","Q1-2027","Scope","Approved","3/17/2026","11/7/2025"
"A-0713511","NWL - CREDITO EMILIANO S.P.A. - Select - Classic - Fidi/ PEF NEXT","CREDITO EMILIANO S.P.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Accenture S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Scope","Approved","3/17/2026","10/2/2025"
"A-0713519","NWL_Enel Global Services_Migrazione Filenet_Replace_Classic","Enel Global Services S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Discovery","Approved","3/17/2026","12/15/2025"
"A-0713520","NWL_Enel_Fast_Launch_Fast_GestFile","Enel Global Services S.r.l.","USD","0.00","USD","0.00","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","2/28/2026","Q1-2027","Pre-Onboarding","Approved","3/17/2026","1/29/2026"
"A-0337823","Santander PT - Atlas - Visao360 Contas","Banco Santander Totta, S.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","Iberia","Accenture (Spain)","35.00","Strategic","2/26/2026","Q1-2027","Pre-Onboarding","Approved","6/7/2024","5/24/2024"
"A-0590235","Fidelidade - CosmosDB to Atlas Migration","Fidelidade-Companhia de Seguros, S.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","Iberia","Accenture (Spain)","35.00","Strategic","4/24/2026","Q1-2027","Scope","Approved","10/6/2025","9/29/2025"
"A-0590810","Fidelidade Cloud Migration - New Customer","Fidelidade-Companhia de Seguros, S.A.","USD","0.00","USD","0.00","USD","0.00","EMEA","Iberia","Accenture (Spain)","35.00","Strategic","4/24/2026","Q1-2027","Discovery","Approved","10/8/2025","10/7/2025"
"A-0622751","Santander Tecnologia Banco Santander España - EA - Framework agreement","Santander Tecnologia","USD","0.00","EUR","0.00","USD","-499752.76","EMEA","Iberia","Accenture (Spain)","0.00","Strategic","2/16/2026","Q1-2027","Closed Lost","Rejected","11/4/2025","5/7/2025"
"A-0700746","Mora Banc Grup S.A. Morbanc EA - Renewal","Mora Banc Grup S.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","EMEA","Accenture (Spain)","35.00","Strategic","1/31/2027","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0698418","Banco Santander, S.A. GTIR - Renewal","Banco Santander, S.A.","USD","0.00","EUR","0.00","USD","0.00","EMEA","Iberia","Accenture (Spain)","30.00","Strategic","11/30/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0709468","Montepio Geral - Mainframe offload - PS","Montepio Geral","USD","0.00","EUR","0.00","USD","0.00","EMEA","Iberia","Accenture (Spain)","35.00","Strategic","4/17/2026","Q1-2027","Scope","Approved","2/18/2026","12/3/2025"
"A-0598425","AWS MP (Private) - Batelco Atlas Pro","Bahrain Telecommunications Company BSC","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Beyon Solutions","","Additional Reseller","3/25/2026","Q1-2027","Closed Won","","10/23/2025","7/29/2025"
"A-0599938","AWS MP (Private) - Batelco Atlas Pro","Bahrain Telecommunications Company BSC","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Beyon Solutions","35.00","Strategic","3/25/2026","Q1-2027","Closed Won","Approved","10/27/2025","7/29/2025"
"A-0714624","AWS MP (Private) - Batelco Atlas Pro - Run Rate - FY27-Q1","Bahrain Telecommunications Company BSC","USD","0.00","","","USD","0.00","EMEA","IMEA","Beyon Solutions","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/26/2026","3/26/2026"
"A-0714627","AWS MP (Private) - Batelco Atlas Pro - Run Rate - FY27-Q2","Bahrain Telecommunications Company BSC","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Beyon Solutions","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","3/26/2026","3/26/2026"
"A-0714630","AWS MP (Private) - Batelco Atlas Pro - Run Rate - FY27-Q3","Bahrain Telecommunications Company BSC","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Beyon Solutions","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","3/26/2026","3/26/2026"
"A-0714633","AWS MP (Private) - Batelco Atlas Pro - Run Rate - FY27-Q4","Bahrain Telecommunications Company BSC","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Beyon Solutions","35.00","Strategic","1/31/2027","Q4-2027","Elastic Forecast","Approved","3/26/2026","3/26/2026"
"A-0388471","IKEA SAMS (Oracle Modernization)","IKEA IT AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Capgemini AB","35.00","Strategic","7/1/2026","Q2-2027","Discovery","Approved","9/20/2024","9/20/2024"
"A-0454681","IKEA of Sweden AB (ECIS)","IKEA of Sweden AB","USD","0.00","USD","0.00","USD","0.00","EMEA","Nordics & Benelux","Capgemini AB","0.00","Strategic","7/1/2026","Q2-2027","Discovery","Rejected","2/10/2025","2/10/2025"
"A-0596550","Department of Primary Industries and Regional Development - final - Run Rate - FY27-Q2","Department of Primary Industries and Regional Development","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Capgemini Australia Pty. Limited","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","10/16/2025","10/16/2025"
"A-0607093","Department of Primary Industries and Regional Development - final - Run Rate - FY27-Q3","Department of Primary Industries and Regional Development","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Capgemini Australia Pty. Limited","35.00","Strategic","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0621909","Department of Primary Industries and Regional Development Grant Management - Renewal","Department of Primary Industries and Regional Development","USD","0.00","USD","0.00","USD","0.00","APAC","ANZ","Capgemini Australia Pty. Limited","35.00","Strategic","8/31/2026","Q3-2027","Research","Pending Approval","11/3/2025","11/3/2025"
"A-0701467","Euroclear SA/NV Bamcom - Renewal","Euroclear SA/NV","USD","0.00","EUR","0.00","USD","0.00","EMEA","Nordics & Benelux","Capgemini Belgium N.V/S.A","35.00","Strategic","1/31/2027","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0474873","Bayerische Motoren Werke AG EFACT - Renewal","Bayerische Motoren Werke AG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","10/31/2026","Q3-2027","Research","Pending Approval","2/13/2025","2/3/2025"
"A-0562559","Bayerische Motoren Werke AG EFACT - Renewal - Run Rate - FY27-Q2","Bayerische Motoren Werke AG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0563435","Allianz Technology - Switzerland Branch MongoDB Migration Support for Production System - Renewal - Run Rate - FY27-Q2","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0608914","Allianz Technology - Switzerland Branch MongoDB Migration Support for Production System - Renewal - Run Rate - FY27-Q3","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0607995","Bayerische Motoren Werke AG EFACT - Renewal - Run Rate - FY27-Q3","Bayerische Motoren Werke AG","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
"A-0649007","Allianz Technology - Switzerland Branch MongoDB Migration Support for Production System - Renewal - Run Rate - FY27-Q4","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","1/31/2027","Q4-2027","Elastic Forecast","Approved","2/2/2026","2/2/2026"
"A-0701426","Allianz Technology - Switzerland Branch Atlas Master Contract - Renewal","Allianz Technology - Switzerland Branch","USD","0.00","EUR","0.00","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","12/31/2026","Q4-2027","Research","Pending Approval","2/4/2026","2/4/2026"
"A-0433771","Poste Italiane - Custom Reporting - Replace - Classic","Poste Italiane Spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Capgemini Italia S.p.A.","35.00","Strategic","7/31/2026","Q2-2027","Discovery","Approved","1/24/2025","1/24/2025"
"A-0523330","Capgemini Italia S.p.A. Pilot FSI - Renewal - Run Rate - FY27-Q1","Capgemini Italia S.p.A.","USD","0.00","USD","1425.97","USD","0.00","Global","Global","Capgemini Italia S.p.A.","0.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Rejected","5/2/2025","5/2/2025"
"A-0536354","Capgemini Italia S.p.A. Pilot FSI - Renewal","Capgemini Italia S.p.A.","USD","0.00","USD","0.00","USD","0.00","Global","Global","Capgemini Italia S.p.A.","0.00","Strategic","4/30/2026","Q1-2027","Research","Rejected","5/7/2025","5/7/2025"
"A-0548632","NWL - Penske Truck Leasing Co., L.P. - Event Observability","Penske Truck Leasing Co., L.P.","USD","0.00","USD","0.00","USD","0.00","NAMER","Great Lakes","Capgemini Italia S.p.A.","35.00","Strategic","7/15/2026","Q2-2027","Discovery","Approved","7/3/2025","6/23/2025"
"A-0557570","Poste Italiane Spa Poste - GED Renewal - Run Rate - FY27-Q2","Poste Italiane Spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Capgemini Italia S.p.A.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0557587","Poste Italiane - GiroFondi - Launch - Fast - Org. - Run Rate - FY27-Q2","Poste Italiane Spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Capgemini Italia S.p.A.","35.00","Strategic","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0557591","Poste Italiane - Personal Financial Management - Select - Classic- AC - Run Rate - FY27-Q2","Poste Italiane Spa","USD","0.00","USD","0.00","USD","0.00","EMEA","IMEA","Capgemini Italia S.p.A.","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0574913","Capgemini Italia S.p.A. Free Atlas Credits for CAPG - Renewal","Capgemini Italia S.p.A.","USD","0.00","USD","0.00","USD","0.00","Global","Global","Capgemini Italia S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Research","Pending Approval","8/5/2025","8/5/2025"
